morada_ID,MORADA,FREG_2012
642,Praça Dr. Alfredo da Cunha,Belém
643,Rua da Junqueira,Alcântara
644,Rua das Fontaínhas,Alcântara
645,Rua 18,Ajuda
646,Avenida de Ceuta,
647,Avenida Infante Dom Henrique,Marvila
648,Rua Nova do Desterro,Arroios
649,Travessa da Conceição da Glória,Santo António
650,Rua Virgílio Correia,
651,Rua Tomás da Fonseca,
652,Alameda Edgar Cardoso,Avenidas Novas
653,Praça do Marquês de Pombal,Avenidas Novas
654,Praça Cosme Damião,Carnide
655,Parque Eduardo VII de Inglaterra,Avenidas Novas
656,Calçada do Monte,São Vicente
657,Rua Galileu Galilei,Carnide
658,Praça da Alegria,Santo António
659,Rua Conselheiro Arantes Pedroso,Arroios
660,Calçada do Garcia,Arroios
661,Rua de Barros Queirós,Arroios
662,Travessa do Salitre,Santo António
663,Rua de Dona Filipa de Vilhena,Avenidas Novas
664,Rua António Ferreira,Alvalade
665,Rua de Santiago,Santa Maria Maior
666,Largo do Picadeiro,Santa Maria Maior
667,Rua da Saudade,Santa Maria Maior
668,Travessa do Convento de Jesus,Misericórdia
669,Largo de Santo António da Sé,Santa Maria Maior
670,Escadinhas da Achada,Santa Maria Maior
671,Rua Comandante Fontoura da Costa,Lumiar
672,Estrada Militar,Carnide
673,Rua Prof. João Barreira,Lumiar
674,Rua D. António Caetano de Sousa,Benfica
675,Rua Projectada,São Domingos de Benfica
676,Praceta do Chinquilho,Alcântara
677,Calçada de Santo Amaro,Alcântara
678,Rua de Diogo Cão,Alcântara
679,Rua Interior à Est. da Correia,Carnide
680,Largo da Paz,Ajuda
681,Não identificada,Marvila
682,Rua Alfredo Duarte (Marceneiro),Marvila
683,Largo das Olarias,Santa Maria Maior
684,Rua de Artilharia Um,Campolide
685,Rua Passos Manuel,Arroios
686,Rua de Artilharia Um,Avenidas Novas
687,Rua de Pascoal de Melo,Arroios
688,Rua Prof. Sousa da Câmara,Campolide
689,Rua da Escola do Exército,Arroios
690,Rua Cervantes,Areeiro
691,Praça Afrânio Peixoto,Areeiro
692,Rua Gomes da Silva,Areeiro
693,Rua Eduardo Fernandes (Esculápio),Areeiro
694,Avenida Elias Garcia,Avenidas Novas
695,Rua Cardoso de Oliveira,Areeiro
696,Rua Julieta Ferrão,Avenidas Novas
697,Avenida do México,Areeiro
698,Rua Stuart Carvalhais,Areeiro
699,Rua da Oliveirinha,São Vicente
700,Rua da Estrela,Estrela
701,Rua Domingos Sequeira,Estrela
702,Rua de Infantaria 16,Campo de Ourique
703,Praça do Príncipe Real,Misericórdia
704,Rua Tomás de Anunciação,Campo de Ourique
705,Rua do Quatro de Infantaria,Campo de Ourique
706,Rua do Alviela,São Vicente
707,Rua Saraiva de Carvalho,Campo de Ourique
708,Rua dos Sapadores,São Vicente
709,Rua Eduardo Costa,Penha de França
710,Rua Mateus Vicente,São Domingos de Benfica
711,Estrada Estrangeira de Cima,Alcântara
712,Bairro do Alvito,Alcântara
713,Rua Joaquim Fiadeiro,Ajuda
714,Não identificada,Belém
715,Rua do Gabarete,Belém
716,Largo Frei Heitor Pinto,Alvalade
717,Não identificada,Arroios
718,Rua Carolina de Michaelis de Vasconcelos,Benfica
719,Estrada da Buraca,Benfica
720,Praça Marechal Humberto Delgado,São Domingos de Benfica
721,Impasse 1 à Estrada da Luz,
722,Jardim Amália Rodrigues,Avenidas Novas
723,Rua Adelaide Félix,Carnide
724,Estrada do Outeiro,Benfica
725,Rua da Quinta de Santa Maria,Olivais
726,Largo de Santa Bárbara,Arroios
727,Praça do Norte,Olivais
728,Parque Florestal de Monsanto,Benfica
729,Rua da Cruz a Caselas,Belém
730,Rua Interior Particular,Ajuda
731,Calçada da Memória,Ajuda
732,Não identificada,Olivais
733,Avenida Dr. Francisco Luis Gomes,Olivais
734,Estrada das Oliveiras de Baixo,Benfica
735,Rua Dom Jerónimo Osório,Belém
736,Avenida de Ceuta,Carnide
737,Impasse  (Rua Dinah Silveira de Queiroz),Marvila
738,Rua de Marracuene,Olivais
739,Rua Manuel Teixeira Gomes,Marvila
740,Rua Tomás Alcaide,Marvila
741,Rua Quinta da Graça,Alvalade
742,Rua do Arco do Cego,Avenidas Novas
743,Rua da Fábrica da Pólvora,Alcântara
744,Avenida Engenheiro Duarte Pacheco,Alcântara
745,Rua dos Lojistas,Olivais
746,Avenida Doutor Alfredo Bensaúde,Olivais
747,Rua Alferes Barrilaro Ruas,Olivais
748,Rua 6 do Cemitério dos Olivais,Olivais
749,Azinhaga das Galhardas,Lumiar
750,Rua Vila de Farim,Olivais
751,Rua Dr. Costa Sacadura,Olivais
752,Rua de Montepuez,Olivais
753,Rua André Vidal de Negreiros,Marvila
754,Rua do Vale Formoso de Cima,Marvila
755,Rua Pedro de Azevedo,Marvila
756,Rua Luís Cristino da Silva,Marvila
757,Rua Inocêncio Francisco da Silva,São Domingos de Benfica
758,Rua Barroso Lopes,Benfica
759,Avenida Santos e Castro,Santa Clara
760,Rua dos Jerónimos,Belém
761,Rua do Sítio ao Casalinho da Ajuda,Ajuda
762,Viaduto de Alcântara,Alcântara
763,Rua 1A do Cemitério dos Olivais,Olivais
764,Rua 2 do Cemitério dos Olivais,Olivais
765,Rua Sargento Armando Monteiro Ferreira,Olivais
766,Rua Alferes Mota da Costa,Olivais
767,Rua Furriel Galrão Nogueira,Olivais
768,Rua 23A,Olivais
769,Rua Capitão Tenente Oliveira e Carmo,Olivais
770,Rua Alferes Santos Sasso,Olivais
771,Rua João de Castro Osório,Olivais
772,Rua Interior Particular,Alvalade
773,Largo de Santo Estêvão,Santa Maria Maior
774,Avenida Infante Dom Henrique,Santa Maria Maior
775,Rua Rainha Dona Catarina,Benfica
776,Avenida do Colégio Militar,Carnide
777,Rua Maria Alice,Lumiar
778,Rua Fernão Mendes Pinto,Belém
779,Rua da Quinta do Jacinto,Alcântara
780,Não identificada,Parque das Nações
781,Alameda Padre Álvaro Proença,Benfica
782,Rua Prof. Manuel Viegas Guerreiro,Lumiar
783,Rua Frederico George,Lumiar
784,Rua Sem Nome,Santa Clara
785,Rua Varela Silva,Santa Clara
786,Estrada do Desvio,Lumiar
787,Rua Carlos Aboim Inglez,Santa Clara
788,Rua Manuel Lopes,Santa Clara
789,Rua 8,Santa Clara
790,Avenida Dom Vasco da Gama,Belém
791,Rua D. Jorge da Costa,Belém
792,Rua Luiz Pacheco,Marvila
793,Rua Fernando Maurício,Marvila
794,Avenida João Paulo II,Marvila
795,Avenida Doutor Arlindo Vicente,Marvila
796,Rua de São Lázaro,Arroios
797,Alameda Dom Afonso Henriques,Areeiro
798,Avenida Marquês de Tomar,Avenidas Novas
799,Alameda Dom Afonso Henriques,Arroios
800,Avenida do Rio de Janeiro,Alvalade
801,Praça São João Bosco,Campo de Ourique
802,Rua da Costa,Estrela
803,Rua Professor Gomes Teixeira,Campo de Ourique
804,Largo do Menino Deus,Santa Maria Maior
805,Calçada da Glória,Misericórdia
806,Largo de São Vicente,São Vicente
807,Praça da Figueira,Santa Maria Maior
808,Rossio de Palma,São Domingos de Benfica
809,Rua da Venezuela,Benfica
810,Rua Albert Einstein,Carnide
811,Rua Francisco Baía,São Domingos de Benfica
812,Rua Cláudio Nunes,Benfica
813,Rua Professor Francisco Gentil,Lumiar
814,Largo José João Farinha Júnior,Carnide
815,Rua Prista Monteiro,Carnide
816,Estrada do Poço do Chão,Benfica
817,Rua Formosinho Sanchez,Lumiar
818,Avenida da República,Avenidas Novas
819,Avenida Visconde de Valmor,Avenidas Novas
820,Rua Prof. Queiroz Veloso,Lumiar
821,Rua do Bairro da Cáritas,Santa Clara
822,Rua José da Costa Pedreira,Lumiar
823,Rua do Rio Tua,Carnide
824,Rua de Guilherme Braga,Santa Maria Maior
825,Rua Abílio Lopes do Rêgo,Estrela
826,Rua Padre Carlos dos Santos,São Domingos de Benfica
827,Estrada da Correia,Carnide
828,Largo dos Defensores da República,Santa Clara
829,Impasse à Rua B e Rua D do PUAL,Lumiar
830,Jardim Fernanda de Castro,Belém
831,Rua João de Oliveira Miguéis,Alcântara
832,Rua 9,Benfica
833,Rua Duarte Lobo,Alvalade
834,Calçada da Quintinha,Campolide
835,Rua Um,Campolide
836,Rua 2,Campolide
837,Auto-Estrada 5,Benfica
838,Rua I do Bairro São João de Brito,Alvalade
839,Travessa do Tesouro,Estrela
840,Avenida Marechal Craveiro Lopes,Olivais
841,Rua Manuel Múrias,Benfica
842,Rua Prof. Damião Peres,Lumiar
843,Rua Professor Salazar de Sousa,Lumiar
844,Largo do Malvar,Carnide
845,Rua Fernando Namora,Lumiar
846,Rua Cidade de Cacheu,Benfica
847,Rua Maria Albertina,Lumiar
848,Rua Maria do Carmo Torres,Lumiar
849,Rua José Cardoso Pires,Lumiar
850,Avenida Carlos Paredes,Lumiar
851,Rua 1,Benfica
852,Rua Adelaide Cabete,Carnide
853,Avenida do Colégio Militar,Benfica
854,Rua Padre Adriano Botelho,Alcântara
855,Rua Vicente Ribeiro,Beato
856,Rua Rocha Santos,Beato
857,Vila Bela Vista,Beato
858,Rua Manuel José da Silva,Beato
859,Rua Jorge de Sena,Santa Clara
860,Rua 16,Ajuda
861,Avenida Magalhães Lima,Areeiro
862,Rua da Academia das Ciências,Misericórdia
863,Rua Natália Correia,São Vicente
864,Rua Almeida e Sousa,Campo de Ourique
865,Largo do Monte,São Vicente
866,Travessa do Funil,Santa Maria Maior
867,Largo Maurício de Oliveira,São Domingos de Benfica
868,Rua Cupertino Miranda,Carnide
869,Rua Vasco da Gama Fernandes,Santa Clara
870,Rua Octávio Pato,Santa Clara
871,Impasse á Rua António Vilar,Santa Clara
872,Rua Konrad Adenauer,Lumiar
873,Rua Bernardo Marques,Santa Clara
874,Impasse à Rua António Vilar,Santa Clara
875,Impasse Rua António Vilar,Santa Clara
876,Rua Gil Vicente,Alcântara
877,Largo dos Arautos,Parque das Nações
878,Rua do Congo,Parque das Nações
879,Rua Mindelo,Arroios
880,Rua Febo Moniz,Arroios
881,Rua Presidente Wilson,Areeiro
882,Avenida de Madrid,Areeiro
883,Praça do Duque da Terceira,Misericórdia
884,Rua José Sobral Cid,Penha de França
885,Largo Agostinho da Silva,Misericórdia
886,Calçada dos Barbadinhos,São Vicente
887,Rua Morais Soares,Penha de França
888,Rua da Vila de São Martinho,Benfica
889,Rua Engº Nobre Guedes,Benfica
890,Rua Prof. João Cândido de Oliveira,Lumiar
891,Rua Prof. Manuel Valadares,Lumiar
892,Rua Maria de Lourdes Pintasilgo,Santa Clara
893,Rua dos Marcos,Ajuda
894,Praça do Império,Belém
895,Praça Afonso de Albuquerque,Belém
896,Rua da Junqueira,Belém
897,Alameda dos Oceanos,Parque das Nações
898,Avenida Fernando Pessoa ao Parque das Nações,Parque das Nações
899,Rua da Verónica,São Vicente
900,Praça Bilene,Olivais
901,Avenida de Roma,Areeiro
902,Rua Maria Pia,Campo de Ourique
903,Rua de Entrecampos,Alvalade
904,Rua Ruben A. Leitão,Misericórdia
905,Rua Silva Carvalho,Campo de Ourique
906,Rua do Rio Guadiana,Carnide
907,Largo José Veiga Simão,Carnide
908,Rua Engº Quartin Graça,Santa Clara
909,Rua do Rio Caia,Carnide
910,Rua Profª Virgínia Rau,Lumiar
911,Rua Prof. Mark Athias,Lumiar
912,Avenida Glicínia Quartin,Santa Clara
913,Rua Prof. Francisco Lucas Pires,Lumiar
914,Rua Luís Braille,Belém
915,Largo da Princesa,Belém
916,Rua Alberto MacBride,Olivais
917,Estrada da Luz,
918,Rua da Penha de frança,Penha de França
919,Rua de Angra do Heroísmo,Arroios
920,Travessa de Dona Estefânia,Arroios
921,Avenida de António José de Almeida,Areeiro
922,Rua Ladislau Piçarra,Areeiro
923,Rua Prior do Crato,Estrela
924,Travessa de Santa Luzia,Santa Maria Maior
925,Rua dos Bacalhoeiros,Santa Maria Maior
926,Largo José Saramago,Santa Maria Maior
927,Rua Quinta das Lavadeiras,Santa Clara
928,Rua da Quinta das Lavadeiras,Santa Clara
929,Rua José dos Santos Pereira,Benfica
930,Largo da Palma,São Domingos de Benfica
931,Rua Prof. Henrique Vilhena,Lumiar
932,Largo dos Jerónimos,Belém
933,Largo Maria Isabel Aboim Inglês,Belém
934,Rua Embaixador,Belém
935,Rua Actriz Palmira Bastos,Marvila
936,Rua do Zambeze,Parque das Nações
937,Paço da Rainha,Arroios
938,Travessa da Légua da Póvoa,Santo António
939,Largo do Contador-Mor,Santa Maria Maior
940,Calçada do Correio Velho,Santa Maria Maior
941,Rua de Augusto Rosa,Santa Maria Maior
942,Jardim Elisa Baptista de Sousa Pedroso,Estrela
943,Rua do Azevinho,Benfica
944,Rua Leitão de Barros,São Domingos de Benfica
945,Rua Pro.r Manuel Valadares,Lumiar
946,Alameda da Música,Lumiar
947,Arruamento Pedonal Confinante com a Malha 6 do PUAL,Lumiar
948,Rua Cascais,Alcântara
949,Passeio Júlio Verne,Parque das Nações
950,Passeio dos Heróis do Mar,Parque das Nações
951,Rua Jorge Ferreira de Vasconcelos,Alvalade
952,Avenida Fontes Pereira de Melo,Arroios
953,Rua Paul Harris,Alvalade
954,Rua da Palma,Santa Maria Maior
955,Rua Maria Pimentel Montenegro,Benfica
956,Calçada da Ajuda,Ajuda
957,Rua João Palma Ferreira,Marvila
958,Avenida de Ulisses,Parque das Nações
959,Rua das Bússolas,Parque das Nações
960,Rua de Moscavide ao Parque das Nações,Parque das Nações
961,Avenida François Mitterrand,Marvila
962,Rua de São Joaquim,Campo de Ourique
963,Rua General Justiniano Padrel,São Vicente
964,Rua Alexandre Ferreira,Lumiar
965,Rua do Rio Vouga,Carnide
966,Rua Seis,Belém
967,Estrada de Caselas,Belém
968,Passeio dos Fenícios,Parque das Nações
969,Rua Ilha dos Amores,Parque das Nações
970,Rua de Macia,Olivais
971,Rua Oliveira Martins,Areeiro
972,Rua Pascoal de Melo,Arroios
973,Largo Samwell Diniz,São Domingos de Benfica
974,Rua Raul Rego,Santa Clara
975,Rua António Vilar,Santa Clara
976,Rua da Academia Recreativa de Santo Amaro,Alcântara
977,Calçada do Galvão,Ajuda
978,Largo da Ramada Curto,Parque das Nações
979,Largo da Ajuda,Ajuda
980,Azinhaga da Torrinha ao Rego,Avenidas Novas
981,Impasse  (Rua C do Bairro da Liberdade),Campolide
982,Rua da Esperança,Estrela
983,Rua de São Tomé,Santa Maria Maior
984,Largo do Conde Barão,Misericórdia
985,Rua Francisco Gentil Martins,São Domingos de Benfica
986,Rua Cecília Meireles,São Domingos de Benfica
987,Rua Prof. Pulido Valente,Lumiar
988,Rua Ten. Coronel Ribeiro dos Reis,Benfica
989,Rua António Albino Machado,Alvalade
990,Praça de Bilene,Olivais
991,Rua Cidade de Moçâmedes,Olivais
992,Travessa Fábrica das Sedas,Santo António
993,,Campolide
994,Praça Paiva Couceiro,Penha de França
995,Avenida Afonso III,Penha de França
996,Rua Melvin Jones,São Domingos de Benfica
997,Rua Abel Salazar,Lumiar
998,Rua Jaime Lopes Dias,Lumiar
999,Estrada da Luz,São Domingos de Benfica
1000,Rua Gregório Lopes,Belém
1001,Rua Paulo Dias de Novais,Marvila
1002,Avenida Marechal Francisco da Costa Gomes,Penha de França
1003,Rua Campos Júnior,Campolide
1004,Rua Academia das Ciências,Misericórdia
1005,Rua Perez Fernandez,Benfica
1006,Rua das Pedralvas,Benfica
1007,Campo dos Mártires da Pátria,Arroios
1008,Avenida São João de Deus,Areeiro
1009,Rua das Begónias,Benfica
1010,Rua Nova de Palma,São Domingos de Benfica
1011,Avenida da Boa Esperança,Parque das Nações
1012,Largo Bartolomeu Dias,Parque das Nações
1013,Castelo de São Jorge,Santa Maria Maior
1014,Rua João Pinto Ribeiro,Parque das Nações
1015,Avenida Columbano Bordalo Pinheiro,Campolide
1016,Rua das Furnas,São Domingos de Benfica
1017,Castelo de São Jorge,São Vicente
1018,Rua Irisalva Moita,Lumiar
1019,Rua António de Abreu,Belém
1020,Travessa das Galeotas,Belém
1021,Rua Mécia Mouzinho de Albuquerque,Alcântara
1022,Rua Cidade de Quelimane,Olivais
1023,Rua da Boavista,Misericórdia
1024,Rua dos Duques de Bragança,Santa Maria Maior
1025,Largo de Santa Cruz do Castelo,Santa Maria Maior
1026,Praceta Prof. António José Saraiva,Lumiar
1027,Praça do Tejo,Parque das Nações
1028,Estrada da Circunvalação,Olivais
1029,Rua do Loureiro,Santa Maria Maior
1030,Rua do Bom Pastor,Benfica
1031,Rua Professor Mark Athias,Lumiar
1032,Rua João Baptista Ribeiro,Benfica
1033,Largo do Casal do Gil,Ajuda
1034,Rua Gonçalo Velho Cabral,Belém
1035,Av. Nuno Krus Abecassis,Santa Clara
1036,Alameda Roentgen,Carnide
1037,Rua Dr. Cunha Seixas,Benfica
1038,Largo Primeiro Tenente João Rodrigues,Olivais
1039,Rua Cidade de Inhambane,Olivais
1040,Rua Alfredo Soares,Belém
1041,Rua Botelho de Vasconcelos,Marvila
1042,Rua do Rio Mondego,Carnide
1043,Rua José Calheiros,Belém
1044,Acesso da Pimenteira,Alcântara
1045,Estrada do Penedo,Alcântara
1046,Avenida Infante Dom Henrique,Olivais
1047,Rua 1 do Cemitério dos Olivais,Olivais
1048,Alameda das Comunidades Portuguesas,Olivais
1049,Rua 7 do Cemitério dos Olivais,Olivais
1050,Rua Rui de Sousa,Marvila
1051,Rua Cidade do Negage,Olivais
1052,Rua Major Figueiredo Rodrigues,Olivais
1053,Rua Gonçalo Mendes da Maia,Parque das Nações
1054,Rua Eduardo Viana,Carnide
1055,Avenida de Ceuta,Campolide
1056,Campo das Cebolas,Santa Maria Maior
1057,Campo das Cebolas,
1058,Largo de Santos,Estrela
1059,Estrada do Outeiro,Ajuda
1060,Estrada de Montes Claros,Ajuda
1061,Rua Projectada,Benfica
1062,Largo Coronel Vasconcelos Dias,Beato
1063,Rua Prof. Lopo de Carvalho,Marvila
1064,Rua Aura Abranches,Benfica
1065,Rua Prof. Vieira Natividade,Alcântara
1066,Rua 11A,Olivais
1067,Rua Cidade de Tete,Olivais
1068,Rua 1A,Olivais
1069,Rua Dr. José Saraiva,Olivais
1070,Azinhaga da Casquilha,Olivais
1071,Praça Cottinelli Telmo,Olivais
1072,Avenida Fontes Pereira de Melo,Avenidas Novas
1073,Rua Francisco Mantero,Olivais
1074,Avenida Miguel Bombarda,Avenidas Novas
1075,Rua Ferreira da Silva,Arroios
1076,Avenida Cinco de Outubro,Alvalade
1077,Largo das Necessidades,Estrela
1078,Cais do Sodré,Misericórdia
1079,Avenida Dom Carlos I,Misericórdia
1080,Rua das Taipas,Misericórdia
1081,Avenida Dom Carlos I,Estrela
1082,Rua Prof. Carlos Teixeira,Lumiar
1083,Rua Fernando Namora,Carnide
1084,Rua Prof. Barbosa Sueiro,Lumiar
1085,Avenida da Torre de Belém,Belém
1086,Rua 18,Belém
1087,Avenida do Restelo,Belém
1088,Avenida de Sinódio Pais,Avenidas Novas
1089,Rua Andrade Corvo,Arroios
1090,Rua Martens Ferrão,Avenidas Novas
1091,Rua Sousa Martins,Arroios
1092,Rua Almirante Barroso,Arroios
1093,Campo Pequeno,Avenidas Novas
1094,Rua das Necessidades,Estrela
1095,Rua Joshua Benoliel,Campo de Ourique
1096,Rua João Anastácio Rosa,Estrela
1097,Travessa do Carmo,Santa Maria Maior
1098,Largo Vitorino Damásio,Estrela
1099,Rua Maria Veleda,Carnide
1100,Avenida das Descobertas,Belém
1101,Rua Luís Pedroso de Barros,Belém
1102,Rua Bartolomeu Dias,Belém
1103,Praceta das Torres do Restelo,Belém
1104,Rua do Pólo Sul,Parque das Nações
1105,Praça Dom Luis I,Misericórdia
1106,Rua Sam Levy,Belém
1107,Rua Eugénio dos Santos,Avenidas Novas
1108,Rua Brito Aranha,Areeiro
1109,Rua da Cintura do Porto de Lisboa,Misericórdia
1110,Rua Zacarias de Aça,Ajuda
1111,Calçada dos Mestres,Campolide
1112,Rua Sete,Campolide
1113,Avenida Rovisco Pais,Areeiro
1114,Avenida dos Estados Unidos da América,Alvalade
1115,Rua do Quelhas,Estrela
1116,Rua Comandante Augusto Cardoso,Benfica
1117,Rua Nova dos Mercadores,Parque das Nações
1118,Avenida Dom João II,Parque das Nações
1119,Rua Eduardo Malta,Campolide
1120,Rua Sanchez Coelho,Avenidas Novas
1121,Rua Sanches Coelho,Avenidas Novas
1122,Avenida São João de Deus,Alvalade
1123,Rua Augusto Abelaira,Avenidas Novas
1124,Avenida Álvares Cabral,Campo de Ourique
1125,Rua Brunilde Júdice,Santa Clara
1126,Rua Carlos Calisto,Belém
1127,Avenida João XXI,Areeiro
1128,Largo do Cantinho,Ajuda
1129,Rua Cristóvão Falcão,Penha de França
1130,Largo da Revista Militar,Carnide
1131,Largo da Revista Militar,Benfica
1132,Avenida Lusíada,Carnide
1133,Jardim Ferreira de Mira,Carnide
1134,Rua Fialho de Almeida,Avenidas Novas
1135,Rua da Quinta do Almargem,Belém
1136,Rua General Pimenta de Castro,Alvalade
1137,Largo da Boa-Hora,Santa Maria Maior
1138,Rua Nova do Almada,Santa Maria Maior
1139,Rua Actor Estevão Amarante,Benfica
1140,Rua Actor Vasco Santana,Benfica
1141,Rua Doutor José Alberto de Faria,Benfica
1142,Rua Félix Correia,São Domingos de Benfica
1143,Rua Prof. Prado Coelho,Lumiar
1144,Rua de Finisterra,Parque das Nações
1145,Rua das Musas,Parque das Nações
1146,Passeio de Ulisses,Parque das Nações
1147,Rua Marquês de Subserra,Avenidas Novas
1148,Rua Padre António Vieira,Avenidas Novas
1149,Rua Tomás Ribeiro,Avenidas Novas
1150,Rua Soeiro Pereira Gomes,Avenidas Novas
1151,Rua Nuno Ferrari,Alvalade
1152,Rua Álvares Fagundes,São Vicente
1153,Praça General Vicente de Freitas,São Domingos de Benfica
1154,Rua Tomás de Figueiredo,Benfica
1155,Rua Hein Semke,Santa Clara
1156,Rua Cidade de Bafatá,Olivais
1157,Rua 23,Olivais
1158,Rua Capitão Santiago de Carvalho,Olivais
1159,Rua General Themudo Barata,Penha de França
1160,Rua Lucília Simões,Benfica
1161,Rua Professora Maria Leonor Buescu,Carnide
1162,Rua Fernando Gusmão,Santa Clara
1163,Rua Artur Ramos,Santa Clara
1164,Praça do Caramão,Ajuda
1165,Rua dos Aventureiros,Parque das Nações
1166,Rua José Viana,Santa Clara
1167,Rua Prof. Armindo Monteiro,Lumiar
1168,Rua Prof. Alfredo de Sousa,Lumiar
1169,Rua Fernão Lopes,Arroios
1170,Rua Dr. José Baptista de Sousa,Benfica
1171,Rua dos Soeiros,São Domingos de Benfica
1172,Rua 6/7 ao Vale de Chelas,Beato
1173,Pátio do Costa,Arroios
1174,Rua Actor Taborda,Arroios
1175,Rua Violante do Céu,Alvalade
1176,Rua do Conde de Redondo,Santo António
1177,Avenida Sacadura Cabral,Areeiro
1178,Rua Portugal Durão,Avenidas Novas
1179,Praça das Águas Livres,Campo de Ourique
1180,Rua de São Jorge,Estrela
1181,Rua Maestro Frederico de Freitas,São Domingos de Benfica
1182,Rua Rainha Dona Luísa de Gusmão,Lumiar
1183,Rua Francisco Grandela,São Domingos de Benfica
1184,Travessa do Sargento Abílio,Benfica
1185,Rua Mário Cesariny,Avenidas Novas
1186,Rua Bulhão Pato,Alvalade
1187,Praça das Flores,Misericórdia
1188,Rua Cidade de Rabat,São Domingos de Benfica
1189,Largo Monsenhor Dalgado,São Domingos de Benfica
1190,Rua Luciano Cordeiro,Santo António
1191,Avenida António Serpa,Avenidas Novas
1192,Avenida Almirante Reis,Areeiro
1193,Rua da Cruz Vermelha,Avenidas Novas
1194,Largo Luzia Maria Martins,São Domingos de Benfica
1195,Estrada de Pedro Teixeira,Ajuda
1196,Rua dos Sinais de Fogo,Parque das Nações
1197,Vila Alegre,Arroios
1198,Avenida Júlio Dinis,Avenidas Novas
1199,Rua Mário Castelhano,Avenidas Novas
1200,Largo do Carmo,Santa Maria Maior
1201,Largo do Chiado,Santa Maria Maior
1202,Avenida da Índia,Estrela
1203,Praça São João Bosco,Estrela
1204,Avenida General Roçadas,São Vicente
1205,Avenida Madame Curie,São Domingos de Benfica
1206,Largo do Mitelo,Arroios
1207,Rua Pedro Nunes,Avenidas Novas
1208,Rua da Senhora da Glória,São Vicente
1209,Rua Julião Quintinha,Benfica
1210,Adro da Igreja,Benfica
1211,Cabeço das Rolas,Parque das Nações
1212,Alameda de Santo António dos Capuchos,Santo António
1213,Travessa Águas Livres,Santo António
1214,Rua Sampaio e Pina,Avenidas Novas
1215,Avenida da Igreja,Alvalade
1216,Rua Carlos Alberto da Mota Pinto,Campo de Ourique
1217,Rua Cidade João Belo,Olivais
1218,Praça Carlos Fabião,Avenidas Novas
1219,Rua Afonso Lopes Vieira,Alvalade
1220,Rua Cidade de Manchester,Arroios
1221,Rua 1,São Domingos de Benfica
1222,Rua Vasco Botelho do Amaral,Benfica
1223,Rua Cidade de Porto Alexandre,Olivais
1224,Rua Carlos George,Olivais
1225,Rua 6,Estrela
1226,Largo do Doutor José de Figueiredo,Estrela
1227,Rua Brazão Farinha,Benfica
1228,Rua 7,Ajuda
1229,Rua 15,Estrela
1230,Rua Tierno Galvan,Campo de Ourique
1231,Rua Amélia Rey Colaço,Benfica
1232,Estrada do Desvio,
1233,Rua Cidade de Liverpool,Arroios
1234,Rua Carlos Botelho,Beato
1235,Praça da Estrela,Estrela
1236,Rua Aurélio Quintanilha,Carnide
