morada_ID,MORADA,FREG_2012
1237,Rua do Montepio Geral,São Domingos de Benfica
1238,Rua Antonino e Sá,São Domingos de Benfica
1239,Rua Alfredo Guisado,São Domingos de Benfica
1240,Avenida da Índia,Belém
1241,Rua Duarte Pacheco Pereira,Belém
1242,Rua Engenheiro Vieira da Silva,Arroios
1243,Rua do Conde de Redondo,Arroios
1244,Rua Joaquim Paço d´Arcos,Benfica
1245,Azinhaga das Galhardas,Alvalade
1246,Rua Augusto Costa (Costinha),Benfica
1247,Avenida Infante D Henrique,Marvila
1248,Rua Tenente Valadim,Estrela
1249,Avenida da Ribeira das Naus,Santa Maria Maior
1250,Rua Raquel Roque Gameiro,São Domingos de Benfica
1251,Rua de São Domingos de Benfica,São Domingos de Benfica
1252,Rua 13,Ajuda
1253,Rua Latino Coelho,Avenidas Novas
1254,Rua Padre Francisco Álvares,São Domingos de Benfica
1255,Rua Gonçalves Zarco,Belém
1256,Praça das Indústrias,Alcântara
1257,Avenida Infante D. Henrique,Marvila
1258,Rua João Frederico Ludovice,Benfica
1259,Rua João Linhares Barbosa,Ajuda
1260,Rua Major Neutel de Abreu,São Domingos de Benfica
1261,Travessa Carlo Paggi,São Domingos de Benfica
1262,Rua Albino Sousa Cruz,Benfica
1263,Travessa de São Tomé,São Vicente
1264,Rua Paulo Renato,Benfica
1265,Alameda Manuel Ricardo Espírito Santo,Benfica
1266,Alameda Manuel Ricardo Espírito Santo,São Domingos de Benfica
1267,Rua dos Argonautas,Parque das Nações
1268,Avenida Conde de Valbom,Avenidas Novas
1269,Calçada do Carmo,Santa Maria Maior
1270,Avenida Conselheiro Barjona de Freitas,São Domingos de Benfica
1271,Rua José Augusto Seabra,Benfica
1272,Estrada do Poço do Chão,Carnide
1273,Avenida Almirante Gago Coutinho,Areeiro
1274,Largo Miguel José Mendes,Carnide
1275,Rua da Castiça,Lumiar
1276,Passeio do Báltico,Parque das Nações
1277,Praça do Duque de Saldanha,Avenidas Novas
1278,Praça do Duque de Saldanha,Arroios
1279,Rua Rosa Araújo,Santo António
1280,Não identificada,Santa Maria Maior
1281,Rua Embaixador Teixeira de Sampaio,Estrela
1282,Rua Engenheiro Ferreira Dias,Marvila
1283,Acesso Avenida Eng Duarte Pacheco,Campolide
1284,Rua Agostinho Lourenço,Areeiro
1285,Rua Alexandre Cabral,Lumiar
1286,Rua Armindo Rodrigues,Lumiar
1287,Rua José Pinto Bastos,Ajuda
1288,Rua Edison,Areeiro
1289,Largo de São Carlos,Santa Maria Maior
1290,Alameda Padre Álvaro Proe,Benfica
1291,Rua Pedro e Inês,Parque das Nações
1292,Rua 21,Penha de França
1293,Rua 10B,Penha de França
1294,Rua de Santa Apolónia,São Vicente
1295,Azinhaga do Poço de Baixo,Lumiar
1296,Impasse C2 (R. Prof. Fernando de Mello Moser),Lumiar
1297,Rua 29,Lumiar
1298,Rua Enrico Berlinguer,Lumiar
1299,Estrada do Alvito,Alcântara
1300,Rua da Quinta da Fonte,Olivais
1301,Rua Vinte e Dois,Olivais
1302,Rua Vinte,Olivais
1303,Praça Cidade do Luso,Olivais
1304,Praça das Casas Novas,Olivais
1305,Rua Antão Gonçalves,Belém
1306,Avenida 25 de Abril (Pontinha),Carnide
1307,Rua Leite de Vasconcelos,São Vicente
1308,Rua de O Século,Misericórdia
1309,Rua Vila de Teixeira Pinto,Olivais
1310,Rua Alberto de Sousa,Avenidas Novas
1311,Rua António Duarte,Santa Clara
1312,Avenida Dr. Augusto de Castro,Marvila
1313,Rua 9,Estrela
1314,Rua 7A,Estrela
1315,Rua 12,Estrela
1316,Rua S,Estrela
1317,Rua 5,Estrela
1318,Rua 2,Estrela
1319,Rua 48,Estrela
1320,Estrada dos Prazeres,Estrela
1321,Rua São Tomás de Aquino,São Domingos de Benfica
1322,Rua Brás Pacheco,Areeiro
1323,Rua das Janelas Verdes,Estrela
1324,Rua 4A,Estrela
1325,Rua 2A,Estrela
1326,Rua de São Lázaro,Santa Maria Maior
1327,Rua 25,Estrela
1328,Rua 7,Estrela
1329,Rua 23,Estrela
1330,Rua L do Cemitério dos Prazeres,Estrela
1331,Travessa do Zagalo,São Vicente
1332,Rua 17,Estrela
1333,Rua M do Cemitério dos Prazeres,Estrela
1334,Largo da Igreja ao Bairro da Boavista,Benfica
1335,Rua 21,Estrela
1336,Rua 5A,Estrela
1337,Rua 1A,Estrela
1338,Rua 15A,Estrela
1339,Rua Francisco Lacerda,Estrela
1340,Rua 1,Estrela
1341,Alameda Cardeal Cerejeira,Avenidas Novas
1342,Passeio de Neptuno,Parque das Nações
1343,Cais dos Argonautas,Parque das Nações
1344,Jardim Torre de Belém,Belém
1345,Rua Ramalho Ortigão,Avenidas Novas
1346,Rua do Alecrim,Misericórdia
1347,Rua das Flores,Misericórdia
1348,Passeio das Tágides,Parque das Nações
1349,Rua de São Pedro de Alcântara,Misericórdia
1350,Cais Português,Parque das Nações
1351,Rua Gualdim Pais nº89,Penha de França
1352,Rua Vila de Bubaque,Olivais
1353,Eixo Norte-Sul,Santa Clara
1354,Rua Maluda (Maria de Lurdes Ribeiro),Santa Clara
1355,Pátio das Comendadeiras de Santos,Penha de França
1356,Rua Viriato,Avenidas Novas
1357,Rua das Garridas,Benfica
1358,Largo à Rua Gregório Lopes,Belém
1359,Cais das Naus,Parque das Nações
1360,Largo dos Caminhos de Ferro,Santa Maria Maior
1361,Rua Professor Reinaldo dos Santos,São Domingos de Benfica
1362,Rua Dr. José Espírito Santo,Marvila
1363,Rua Dr. Eduardo Neves,Avenidas Novas
1364,Rua Júlio de Andrade,Santo António
1365,Praça Francisco Sá Carneiro,Areeiro
1366,Avenida do Brasil,Alvalade
1367,Rua Joaquim Paço d'Arcos,Benfica
1368,Rua Prof. Fernando da Fonseca,Lumiar
1369,Rua do Bojador,Parque das Nações
1370,Rua Menina do Mar,Parque das Nações
1371,Avenida do Uruguai,Benfica
1372,Rua Baldaque da Silva,Benfica
1373,Largo do Terreiro,Santa Clara
1374,Rua Olivério Serpa,Benfica
1375,Largo do Mastro,Arroios
1376,Rua Francisco Pedro Curado,Penha de França
1377,Rua Castelo Branco Saraiva,Penha de França
1378,Rua Eduardo Schwalbach,Benfica
1379,Rua Prof. Luís da Cunha Gonçalves,Lumiar
1380,Rua Luís de Sttau Monteiro,Marvila
1381,Rua Francisco Pedro Curado,
1382,"Pátio do Guilherme (R. Saraiva de Carvalho, 191)",Campo de Ourique
1383,Rua Ramalho Ortigão,Campolide
1384,Rua Andrade Corvo,Avenidas Novas
1385,Avenida Padre Manuel da Nóbrega,Areeiro
1386,Rua Fernando Assis Pacheco,Campo de Ourique
1387,Escadinhas de Santo Estevão,Santa Maria Maior
1388,Rua Hermínia Silva,Ajuda
1389,Travessa da Galé,Alcântara
1390,Rua Damião de Gois,Belém
1391,Rua Cordeiro de Sousa,Avenidas Novas
1392,Travessa dos Prazeres,Campo de Ourique
1393,Rua Canto da Maya,Campolide
1394,Praça António Baião,Benfica
1395,Rua Jorge Vieira,Carnide
1396,Rua Prof. Adelino da Palma Carlos,Santa Clara
1397,Rua João Dias,Belém
1398,Rua Barata Salgueiro,Santo António
1399,Rua Eduardo Brasão,Arroios
1400,Praça Martim Moniz,Santa Maria Maior
1401,Rua da Graça,São Vicente
1402,Praça Laranjo Coelho,Benfica
1403,Esplanada D. Carlos I ao Parque das Nações,Parque das Nações
1404,Largo do Cabeço de Bola,Arroios
1405,Rua Álvaro Coutinho,Arroios
1406,Largo de São Sebastião da Pedreira,Avenidas Novas
1407,Largo do Calvário,Alcântara
1408,Rua Cassiano Branco,Marvila
1409,Passeio dos Jacarandás,Parque das Nações
1410,Largo do Nautilius,Parque das Nações
1411,Rua de Vila Sena,Olivais
1412,Rua Poeta Bocage,Carnide
1413,Rua Mem Rodrigues,Belém
1414,Rua João Villaret,Areeiro
1415,Avenida Poeta Mistral,Avenidas Novas
1416,Rua João Villaret,Alvalade
1417,Travessa do Jardim à Estrela,Estrela
1418,Calçada do Cascão,São Vicente
1419,Rua de Santo António à Estrela,Estrela
1420,Rua do Arsenal,Santa Maria Maior
1421,Largo Ocidental,Ajuda
1422,Rua Mouzinho da Silveira,Santo António
1423,Rua da Cruz da Carreira,Arroios
1424,Rua Cardeal Mercier,Avenidas Novas
1425,Rua Tomás da Fonseca,São Domingos de Benfica
1426,Rua das Pedreiras,Belém
1427,Rua B,Campolide
1428,Rua Eduardo Coelho,Misericórdia
1429,Eixo Norte-Sul,São Domingos de Benfica
1430,Praça Olegário Mariano,Arroios
1431,Largo Maria de Lurdes Pais Gomes,São Domingos de Benfica
1432,Rua Melo Antunes,Santa Clara
1433,Estrada de Moscavide,Parque das Nações
1434,Rua Prof. Mário Chicó,Lumiar
1435,Rua das Buganvílias,Benfica
1436,Rua da Praia do Bom Sucesso,Belém
1437,Rua Joaquim Casimiro,Estrela
1438,Praça do Marquês de Pombal,Santo António
1439,Rua Vice Almirante Augusto de Castro Guedes,Olivais
1440,Rua Cidade de Gabela,Olivais
1441,Rua do Mar Vermelho,Parque das Nações
1442,,Avenidas Novas
1443,Rua António Quadros,Lumiar
1444,Rua António Livramento,Lumiar
1445,Avenida da Universidade Técnica,Ajuda
1446,Rua César Nogueira,Ajuda
1447,Rua 3 do Cemitério dos Olivais,Olivais
1448,Circular Sul do Bairro da Encarnação,Olivais
1449,Rua Primeiro de Maio,Parque das Nações
1450,Rua 17,Olivais
1451,Rua 5,Olivais
1452,Rua Vila de Bissorã,Olivais
1453,Rua de Matola,Olivais
1454,Rua de São Bernardo,Campo de Ourique
1455,Largo Carlos Selvagem,São Domingos de Benfica
1456,Rua Profª Margarida Vieira Mendes,Areeiro
1457,Avenida Lusíada,São Domingos de Benfica
1458,Estrada de Benfica,São Domingos de Benfica
1459,Rua das Amoreiras,Santo António
1460,Avenida Engenheiro Duarte Pacheco,Santo António
1461,Largo São Domingos de Benfica,São Domingos de Benfica
1462,Rua Fernando Palha,Marvila
1463,Rua das Amoreiras,Campo de Ourique
1464,Rua Prof. José Sebastião e Silva,Benfica
1465,Travessa das Florindas,Ajuda
1466,Largo Trindade Coelho,Misericórdia
1467,Rua  André de Gouveia,Lumiar
1468,Praça de Londres,Areeiro
1469,Azinhaga da Torrinha,Santa Clara
1470,Rua 2,Ajuda
1471,Avenida Manuel da Maia,Arroios
1472,Avenida Manuel da Maia,Areeiro
1473,Rua José Luís Garcia Rodrigues,Ajuda
1474,Rua Barata Feyo,Santa Clara
1475,Rua Hermínio da Palma Inácio,Santa Clara
1476,Rua Carlos Rocha,Santa Clara
1477,Largo do Jogo da Bola,Carnide
1478,Rua Capitão-Mor Pedro Teixeira,Belém
1479,Avenida de Paris,Areeiro
1480,Praça Dr. Nuno Pinheiro Torres,Benfica
1481,Largo de Santo Antoninho,Misericórdia
1482,Impasse 1 a 1 E ( Rua Vila de São Martinho),Benfica
1483,Rua Martens Ferrão,Arroios
1484,Avenida Marconi,Areeiro
1485,Rua Duarte José Fava,Belém
1486,Rua 11,Ajuda
1487,Praça das Novas Nações,Arroios
1488,Travessa de Santa Catarina,Misericórdia
1489,Rua 9,Ajuda
1490,Rua 3,Ajuda
1491,Rua 6,Ajuda
1492,Rua Francisco Pereira de Sousa,São Domingos de Benfica
1493,Rua Manuel Correia Gomes,Benfica
1494,Rua 8,Ajuda
1495,Avenida Ressano Garcia,Avenidas Novas
1496,Rossio do Levante,Parque das Nações
1497,Rua Horta e Silva,Ajuda
1498,Calçada de Santo António,Santo António
1499,Calçada de Santo António,Arroios
1500,Rua 5/6 do Vale de Chelas,Penha de França
1501,Rua 5/6 ao Vale de Chelas,Penha de França
1502,Estrada Militar,Santa Clara
1503,Estrada da Póvoa,Santa Clara
1504,Travessa do Moinho Velho,Ajuda
1505,Largo de Andaluz,Arroios
1506,Rua de Manjacaze,Olivais
1507,Largo Pedro Correia Marques,São Domingos de Benfica
1508,Rua Bernardo Lima,Santo António
1509,Rua Eduardo Bairrada,Ajuda
1510,Largo da Memória,Ajuda
1511,Rua da Sociedade Farmacêutica,Santo António
1512,Praça João do Rio,Areeiro
1513,Largo Cemitério,Ajuda
1514,Rua de São Jorge,Campo de Ourique
1515,Praça do Chile,Arroios
1516,Rua Diogo de Macedo,Avenidas Novas
1517,Avenida Dr. Francisco Luís Gomes,Olivais
1518,Rua Quinta da Assunção,Santa Clara
1519,Largo Mário Cura Mariano,Benfica
1520,Rua Moreira de Almeida,Benfica
1521,Rua António Raposo Tavares,Belém
1522,Alameda do Beato,Beato
1523,Passeio do Cantábrico,Parque das Nações
1524,Rua João José Cochofel,Marvila
1525,Cais do Gás,Misericórdia
1526,Largo da Academia Nacional de Belas Artes,Santa Maria Maior
1527,Impasse A (Rua Soeiro Pereira Gomes),Avenidas Novas
1528,Praça Príncipe Perfeito,Parque das Nações
1529,Praça Dom João da Câmara,Santa Maria Maior
1530,Travessa da Praça,Belém
1531,Rua da Fábrica Carp,Belém
1532,Rua do Mar da China,Parque das Nações
1533,Rua de Santa Marta,Santo António
1534,Rua 3,Estrela
1535,Rua 42,Estrela
1536,Rua Jorge Alves,Estrela
1537,Rua 4,Estrela
1538,Rua 33,Estrela
1539,Rua K do Cemitério dos Prazeres,Estrela
1540,Rua 52,Estrela
1541,Rua F,Estrela
1542,Rua 24,Estrela
1543,Rua 8,Estrela
1544,Rua das Chaminés D'El-Rei,Ajuda
1545,Rua Prof. Delfim Santos,Lumiar
1546,Caminho dos Pinheiros,Parque das Nações
1547,Rua Dom Jerónimo de Osório,Misericórdia
1548,Rua Cidade da Beira,Olivais
1549,2ª circular,Lumiar
1550,,São Domingos de Benfica
1551,,Lumiar
1552,Rua Alfredo Mesquita,Alvalade
1553,Rua da Mestra,Carnide
1554,Avenida Rovisco Pais,Arroios
1555,Interface do Campo Grande,Lumiar
1556,Rua Prof. Moniz Pereira,Lumiar
1557,Praça General Domingos de Oliveira,Alcântara
1558,Campo das Amoreiras,Santa Clara
1559,Rua do Alto do Chapeleiro,Santa Clara
1560,Rua Carlos Pereira,São Domingos de Benfica
1561,Largo do Olival,Beato
1562,Rua Alves Redol,Areeiro
1563,Largo Rafael Bordalo Pinheiro,Santa Maria Maior
1564,Rua José Rodrigues Miguéis,Benfica
1565,Praça Faria da Costa,Olivais
1566,Rua Diogo Afonso,Belém
1567,Rua Humberto Madeira,Olivais
1568,Largo de São João Nepomuceno,Misericórdia
1569,Rua da Fábrica de Material de Guerra,Marvila
1570,Rua da Beneficência,Avenidas Novas
1571,Calçada do Sacramento,Santa Maria Maior
1572,Rua 4,Ajuda
1573,Largo Mendonça e Costa,Penha de França
1574,Largo das Palmeiras,Arroios
1575,Rua General Firmino Miguel,São Domingos de Benfica
1576,Rua Eugénio de Castro,Alvalade
1577,Rua Dr. Júlio Dantas,Avenidas Novas
1578,Rua General Vasco Gonçalves,Lumiar
1579,Avenida Eugénio de Andrade,Lumiar
1580,Rua 10,Ajuda
1581,Rua 5,Ajuda
1582,Rua 1,Ajuda
1583,Travessa de Santa Marinha,São Vicente
1584,Rua Alda Nogueira,Belém
1585,Avenida Guerra Junqueiro,Areeiro
1586,Avenida Mouzinho de Albuquerque,Penha de Franca
1587,Praça dos Restauradores,Santa Maria Maior
1588,Rua de Manzacaze,Olivais
1589,Rua de Manzacazé,Olivais
1590,Travessa do Conde da Ponte,Alcântara
1591,Avenida David Mourão-Ferreira,Lumiar
1592,Largo do Intendente Pina Manique,Arroios
1593,Rua Capitão-Mor Lopes de Sequeira,Marvila
1594,Rua Ferreira de Castro,Marvila
1595,Rua Adelino Nunes,Marvila
1596,Avenida Marechal António de Spínola,Marvila
1597,Rua Sousa Bastos,Marvila
1598,Parque Municipal do Vale do Silêncio,Olivais
1599,Azinhaga da Quinta das Courelas,Olivais
1600,Largo da Ponte Nova,Alcântara
1601,Largo do Corpo Santo,Misericórdia
1602,Rua da Quintinha,Misericórdia
1603,Avenida Almirante Gago Coutinho,Marvila
1604,Rua de São João da Praça,Santa Maria Maior
1605,Avenida General Norton de Matos,São Domingos de Benfica
1606,Rua do Oder,Parque das Nações
1607,Alameda da Encarnação,Olivais
1608,Rua Alfredo Duarte (Marce,Marvila
1609,Rua Poço dos Negros,Misericórdia
1610,Rua Pery de Linde,Benfica
1611,Rua Adriano Correia de Oliveira,Avenidas Novas
1612,Rua Afonso Praça,Belém
1613,Rua do Arco do Carvalhão,Campolide
1614,Escadinhas do Bairro América,São Vicente
1615,Rua Cidade Vila Cabral,Olivais
1616,Praça de Luís de Camões,Misericórdia
1617,Rua Barão de Sabrosa,Penha de França
1618,Rua Principado de Andorra,Benfica
1619,Travessa do Jasmim,Misericórdia
1620,Rua da Trindade,Santa Maria Maior
1621,Largo das Portas do Sol,Santa Maria Maior
1622,Calçada do Conde de Penafiel,Santa Maria Maior
1623,Rua António Dacosta,Santa Clara
1624,Calçada de Carriche,Lumiar
1625,Travessa do Pardal,Ajuda
1626,Rua Antónia Pusich,Alvalade
1627,Rua dos Remédios à Lapa,Estrela
1628,Travessa das Inglesinhas,Estrela
1629,Rua Armando Vieira Santos,Benfica
1630,Azinhaga de Santa Susana,Santa Clara
1631,Rua Padre Joaquim Alves Correia,Parque das Nações
1632,Travessa do Pregoeiro,
1633,Rua 4 do Bairro da Boavista,Benfica
1634,Rua Marquês de Fronteira,Campolide
1635,,Olivais
1636,Avenida Infante Dom Henrique,Beato
1637,Rua do Arco da Torre,Belém
1638,Avenida Infante Dom Henrique,Penha de França
1639,Travessa da Luz,Carnide
1640,Rua Nova do Desterro,Santa Maria Maior
1641,Escadinhas da Saúde,Santa Maria Maior
1642,Rua Alfredo Duarte(Marceneiro),Marvila
1643,Rua César de Oliveira,Lumiar
1644,Rua Prof. Moniz Pereira,Lumioar
1645,Beco dos Apóstolos,Misericórdia
1646,Praça Dr. Ernesto Roma,Penha de França
1647,Travessa do Calado,Penha de França
1648,Largo de Santa Marinha,São Vicente
1649,Rua da Hera,Misericórdia
1650,Cais da Pedra,Santa Maria Maior
1651,Rua de Ovar,Marvila
1652,Avenida Álvares Cabral,Estrela
1653,Avenida Óscar Monteiro Torres,Avenidas Novas
1654,Rua Engenheiro Manuel Rocha,Alvalade
1655,Rua General Morais Sarmento,Benfica
1656,Rua Nova do Grilo,Beato
1657,Rua Gorgel do Amaral,Campo de Ourique
1658,Rua Nau Catrineta,Parque das Nações
1659,Rua do Sol a Santana,Arroios
1660,Rua Diogo de Silves,Belém
1661,Rua Jorge Amado,Marvila
1662,Rua Rogério de Moura,Santa Clara
1663,Rua Aurélio Qunitanilha,Carnide
1664,Rua 6A,Estrela
1665,Rua 3A,Estrela
1666,Rua da Regueira,Santa Maria Maior
1667,Rua 35,Estrela
1668,Rua 37,Estrela
1669,Rua Bento Mântua,Marvila
1670,,Alvalade
1671,Rua Padre Francisco,Campo de Ourique
1672,Rua Clube Atlético e Recreativo do Caramão,Ajuda
1673,Envolvente das Piscinas da Ameixoeira,Santa Clara
1674,Rua do Cais das Naus,Parque das Nações
1675,Rua Actor Vale,Penha de França
1676,Rua 14,Olivais
1677,Rua 8,Olivais
1678,Rua Costa Malheiro,Olivais
1679,Rua 21,Olivais
1680,Rua 1,Olivais
1681,Rua 10,Olivais
1682,Rua 23B,Olivais
1683,Rua Lino Ferreira,Marvila
1684,Rua Carlos de Oliveira,São Domingos de Benfica
1685,Rua Vera Lagoa,São Domingos de Benfica
1686,Calçada do Poço,Santa Clara
1687,Passeio de Neptuno,Marvila
1688,Rua Azevedo Neves,São Domingos de Benfica
1689,Largo do Barão de Quintela,Misericórdia
1690,Rua 8A,Estrela
1691,Rua 26,Estrela
1692,Rua G,Estrela
1693,Praça Pasteur,Areeiro
1694,Avenida Paulo VI,Marvila
1695,Rua do Mirador,Ajuda
1696,Rua Presidente Arriaga,Estrela
1697,Avenida do Pacífico,Parque das Nações
1698,Rua Jorge Dias,Belém
1699,Praça de São Francisco Xavier,Belém
1700,Rotunda das Olaias,Areeiro
1701,Rua Frei Joaquim de Santa Rosa de Viterbo,Alvalade
1702,Rua Eugénio de Castro Rodrigues,Alvalade
1703,Rua Padre Joaquim Alves Correia,
1704,Rua  Tomás da Fonseca,
1705,Aeroporto da Portela,Olivais
1706,Rua Bernardino Costa,Misericórdia
1707,Rua Professor Orlando Ribeiro,Lumiar
1708,Praça Cidade de Salazar,Olivais
1709,Rua da Alfândega,Santa Maria Maior
1710,Rua Coelho da Rocha,Campo de Ourique
1711,Calçada da Boa-Hora,Ajuda
1712,Rua Cândido Guerreiro,Areeiro
1713,Rua Sabino de Sousa,Penha de França
1714,Cais da Pedra,São Vicente
1715,Rua Capitâo Cook,Parque das Nações
1716,Rua Capitão Cook,Parque das Nações
1717,Rua 11,Belém
1718,Rua da Fábrica de Estamparia,Beato
1719,Rua do Pólo Norte,Parque das Nações
1720,Rua 21,Benfica
1721,Rua José Saramago,Carnide
1722,Rua do Açúcar,Marvila
1723,Rua Artur Duarte,Marvila
1724,Rua João César Monteiro,Marvila
1725,Rua Pardal Monteiro,Marvila
1726,Rua Alves Paiva Fragoso,Beato
1727,Rua 15A,Olivais
1728,Rua Vinte e Seis,Olivais
1729,Rua da Portela,Olivais
1730,Rua Dr. Rui Gomes de Oliveira,Parque das Nações
1731,Rua C - PUAL,Lumiar
1732,Rua Gonçalo Nunes,Belém
1733,Beco do Peneireiro,Santa Maria Maior
1734,Avenida da República,Arroios
1735,Avenida Lourenço Marques,Olivais
1736,Rua Marquês do Soveral,Alvalade
1737,Travessa do Alecrim à Misericórdia,Misericórdia
1738,Rua da Nau Catrineta,Parque das Nações
1739,Alto dos Moinhos,São Domingos de Benfica
1740,Rua Lúcio de Azevedo,São Domingos de Benfica
1741,Rua António Gedeão,Marvila
1742,Rotunda 8 e 23 do Cemitério dos Prazeres,Estrela
1743,"Travessa Sinbad, o Marinheiro",Parque das Nações
1744,Rua das Caravelas,Parque das Nações
1745,Travessa dos Barbadinhos,Estrela
1746,Rua Teixeira Lopes,Santa Maria Maior
1747,Rua Prof. Barbosa Soeiro,Lumiar
1748,Rua Manuel Rodrigues da Silva,Carnide
1749,Rua Actor Epifânio,
1750,Praça José Queirós,Olivais
1751,Rua Professor Georges Zbyszewski,Lumiar
1752,Rua 9B,Estrela
1753,Rua do Alto do Chapeleiro (Parq. Inf.),Santa Clara
1754,Rua Dom João V,Campo de Ourique
1755,Rua Luís Pinto Moitinho,Arroios
1756,Rua Jorge  Barradas,Benfica
1757,Avenida João Crisóstomo,Areeiro
1758,Calçada Salvador Correia de Sá,Misericórdia
1759,Avenida do Índico,Parque das Nações
1760,Encosta das Chagas,Misericórdia
1761,Travessa do Cabral,Misericórdia
1762,Estrada das Laranjeiras,Avenidas Novas
1763,Não identificada,Misericórdia
1764,Rua A,Olivais
1765,Praça Mota Veiga,Olivais
1766,,Estrela
1767,Estrada do Desvio,Santa Clara
1768,Taavessa da Horta Navia,Estrela
1769,Travessa da Horta Navia,Estrela
1770,Rua 13,Estrela
1771,Largo dos Marcos,Ajuda
1772,Rua D do Cemitério dos Prazeres,Estrela
1773,Rua V,Estrela
1774,Largo do Conde de Bonfim,São Domingos de Benfica
1775,Rua Jaime Brasil,Benfica
1776,Rua Anjos Teixeira,São Domingos de Benfica
1777,Rua Afonso Álvares,São Domingos de Benfica
1778,Rua Simões de Almeida,São Domingos de Benfica
1779,Rua Pedro Monjardino,São Domingos de Benfica
1780,Alto da Cova da Moura,Estrela
1781,Impasse entre Lotes 2 e 3 da Malha 6 do PUAL,Lumiar
1782,Rua Duarte Galvão,São Domingos de Benfica
1783,Rua Conselheiro José Silvestre Ribeiro,Carnide
1784,Autoparque Roma,Areeiro
1785,Rua António Botto,Santa Clara
1786,Praça Dom Manuel I,Belém
1787,Rua 1º Cabo José Martins Silvestre,Olivais
1788,Rua de Entrecampos,Areeiro
1789,,Ajuda
1790,Rua José Duro,Alvalade
1791,Rua Luís Augusto Palmeiri,Alvalade
1792,Rua Marquesa de Alorna,Alvalade
1793,Rua Padre Abel Varzim,Parque das Nações
1794,Rua do Barão de Monte Pedral,São Vicente
1795,Rua Prof. Eduardo Cortesão,Lumiar
1796,Travessa de Sandokan,Parque das Nações
1797,Travessa do Gil,Parque das Nações
1798,Rua Joaquim Rocha Cabral,Alvalade
1799,Travessa Robinson Crusoé,Parque das Nações
1800,Travessa do Gulliver,Parque das Nações
1801,Travessa de Gulliver,Parque das Nações
1802,Praceta Professor José Conde,Lumiar
1803,Avenida José Régio,Alvalade
1804,Largo Maria Judite de Carvalho,Parque das Nações
1805,Quinta da Pimenteira,Alcântara
1806,Avenida Cidade do Porto,Olivais
1807,Praça de Dio,Belém
1808,Praça de Diu,Belém
1809,Rua dos Cruzados,Parque das Nações
1810,Jardim Luis Ferreira,Penha de França
1811,Passeio das Musas,Parque das Nações
1812,Largo Conde de Ottolini,São Domingos de Benfica
1813,,Areeiro
1814,Rua Hermínio Monteiro,Lumiar
1815,Rua D. António Caetano da Costa,Benfica
1816,Rua José Afonso,São Domingos de Benfica
1817,Rua Pablo Neruda,Santa Clara
1818,Rua Cândido de Oliveira,Olivais
1819,Beco da Lapa,Santa Maria Maior
1820,Calçadinha do Tijolo,Santa Maria Maior
1821,Rua Pires Jorge,Carnide
1822,Impasse  à Rua Sousa Loureiro,São Domingos de Benfica
1823,Estrada de Monsanto,Benfica
1824,Praça Francisco de Morais,Alvalade
1825,Rua Mário Beirão,São Domingos de Benfica
1826,Rua do Grafanil,Santa Clara
1827,Rua Alfredo Trindade,Lumiar
1828,Avenida Doutor Augusto de  Castro,Marvila
1829,Av. Marechal Craveiro Lop,Olivais
1830,Estrada da Cruz,Ajuda
1831,Avª Marechal Craveiro Lop,Olivais
1832,Estrada Bela Vista,Benfica
1833,Rua Tomás da Fonseca,Alvalade
